Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/StructureDefinition-DosagingInformation.json	4097	1	0	0	0	0	0	23	0	9	0	0	0	0	0	0	0	0	0	0	77	88	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EN.json	715	2	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	34	58	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ExposureCategory.json	1404	1	1	0	0	0	0	5	0	7	0	0	0	0	0	0	0	1	0	0	53	62	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-II.json	801	2	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	33	60	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-INT.json	782	1	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	33	51	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-KMEHRMS.json	171613	17	0	0	0	0	0	427	0	267	0	0	1	0	0	0	0	15	0	0	3546	2452	0	1	0	93	0	2
fsh-generated/resources/StructureDefinition-PQ.json	876	1	0	0	0	0	0	9	0	8	0	0	0	0	0	0	0	0	0	0	34	51	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-REAL.json	839	2	1	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	32	47	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-RTO.json	686	1	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	32	43	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ST.json	587	2	0	0	0	0	0	9	0	5	0	0	0	0	0	0	0	0	0	0	31	42	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-TS.json	706	1	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	31	44	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Untyped.json	702	1	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	30	52	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-VisibilityFlag.json	1193	2	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	1	0	0	50	49	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-be-medicationdispense.json	7409	3	0	0	0	0	0	79	0	42	0	0	0	0	0	0	0	3	0	0	616	949	0	0	0	19	0	1
fsh-generated/resources/StructureDefinition-be-model-medication.json	16269	2	1	0	0	0	0	29	0	20	0	0	1	0	0	0	0	1	0	0	288	344	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-be-model-medicationdispense.json	8829	2	0	0	0	0	0	18	0	13	0	0	0	0	0	0	0	1	0	0	166	168	0	0	0	4	1	0
fsh-generated/resources/StructureDefinition-be-model-medicationline.json	13867	3	0	0	0	0	0	29	0	19	0	0	0	0	0	0	0	1	0	0	286	281	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-be-model-medicationprescription.json	18233	2	0	0	0	0	0	19	0	17	0	0	0	0	0	0	0	1	0	0	264	217	0	1	0	6	0	0
fsh-generated/resources/ValueSet-be-vs-dispenser-types.json	1085	2	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	15	1964	0	0	0	1	0	0
fsh-generated/resources/ValueSet-medication-exposure-category-vs.json	1060	1	1	0	0	0	0	0	1	85	0	0	0	0	0	0	0	0	0	0	10	81	0	0	0	0	0	0
fsh-generated/resources/ValueSet-medication-line-origin-type-vs.json	607	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	40	0	0	0	0	0	0
fsh-generated/resources/ValueSet-medication-type-vs.json	507	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	37	0	0	0	0	0	0
