Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/NamingSystem-be-ns-product-package-type.json	585	3	0	0	0	0	2	0	0	4	11	0	0	0	0	0	0	0	0	0	16	5	0	0	0	0	0	0
fsh-generated/resources/Organization-apotheek-onder-de-toren.json	559	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	12	5	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-AD.json	710	4	0	0	0	0	0	8	0	25	0	0	0	0	0	0	0	1	0	0	43	374	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ANY.json	904	3	0	0	0	0	0	13	0	6	0	0	0	0	0	0	0	0	0	0	33	182	0	1	0	1	0	0
fsh-generated/resources/StructureDefinition-BELMMedProduct.json	3742	3	0	0	0	0	0	26	0	6	0	0	0	0	0	0	0	0	0	0	81	230	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-BEMedicationLine.json	8909	5	1	0	0	0	0	109	0	66	0	0	1	0	0	0	0	1	0	0	432	940	0	0	0	16	1	0
fsh-generated/resources/StructureDefinition-BL.json	709	3	0	0	0	0	0	21	0	5	0	0	0	0	0	0	0	0	0	0	42	85	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-CD.json	677	3	0	0	0	0	0	23	0	4	0	0	0	0	0	0	0	0	0	0	38	84	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Class.json	652	3	0	0	0	0	0	18	0	3	0	0	0	0	0	0	0	0	0	0	44	95	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-DT.json	574	3	0	0	0	0	0	21	0	4	0	0	0	0	0	0	0	0	0	0	34	69	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-DispenseRequestNeededCategory.json	1291	3	1	0	0	0	0	14	0	6	0	0	0	0	0	0	0	0	0	0	49	91	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-DosageOverride.json	1204	3	0	0	0	0	0	15	0	6	0	0	0	0	0	0	0	0	0	0	49	88	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-DosageOverrideReason.json	1270	3	0	0	0	0	0	12	0	7	0	0	0	0	0	0	0	0	0	0	53	90	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-EN.json	715	2	0	0	0	0	0	15	0	4	0	0	0	0	0	0	0	0	0	0	37	81	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ExposureCategory.json	1404	4	0	0	0	0	0	11	0	5	0	0	0	0	0	0	0	0	0	0	60	65	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-II.json	801	2	1	0	0	0	0	12	0	5	0	0	0	0	0	0	0	0	0	0	44	57	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-INT.json	782	3	0	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	45	58	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-KMEHRMS.json	171613	25	0	0	0	0	0	340	0	281	0	0	5	0	0	0	0	4	0	0	3577	3163	0	1	0	81	0	4
fsh-generated/resources/StructureDefinition-PQ.json	876	3	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	35	48	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-REAL.json	839	3	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	33	53	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-RTO.json	686	3	1	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	34	47	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ST.json	587	3	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	31	42	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-TS.json	706	3	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	33	46	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Untyped.json	702	2	0	0	0	0	0	5	0	5	0	0	1	0	0	0	0	0	0	0	33	45	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-be-medicationdispense.json	7409	4	0	0	0	0	0	82	1	48	0	0	0	0	0	0	0	2	0	0	660	576	0	0	0	25	0	2
fsh-generated/resources/StructureDefinition-be-model-medicationdispense.json	8829	4	0	0	0	0	0	19	0	14	0	0	0	0	0	0	0	0	0	0	167	105	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-be-model-medicationline.json	13373	4	1	0	0	0	0	30	0	29	0	0	0	0	0	0	0	0	0	0	283	175	0	0	0	7	0	0
fsh-generated/resources/ValueSet-be-vs-dispenser-types.json	1085	3	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	15	1578	0	0	0	1	0	0
fsh-generated/resources/ValueSet-medication-exposure-category-vs.json	1060	3	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	10	78	0	0	0	0	0	0
fsh-generated/resources/ValueSet-medication-line-origin-type-vs.json	607	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	38	0	0	0	0	0	0
fsh-generated/resources/ValueSet-medication-type-vs.json	507	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	40	0	0	0	1	0	0
