Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/StructureDefinition-II.json	801	3	0	0	0	0	0	16	0	4	0	0	0	0	0	0	0	0	0	0	33	76	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-INT.json	782	3	0	0	0	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	31	74	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-KMEHRMS.json	171613	35	1	0	0	0	0	410	0	317	0	0	6	0	0	0	0	7	0	0	3552	3425	0	1	0	100	0	7
fsh-generated/resources/StructureDefinition-PQ.json	876	3	0	0	0	0	0	19	0	11	0	0	0	0	0	0	0	0	0	0	34	78	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-REAL.json	839	3	0	0	0	0	0	18	0	6	0	0	0	0	0	0	0	1	0	0	32	55	0	0	1	1	0	0
fsh-generated/resources/StructureDefinition-RTO.json	686	3	0	0	0	0	0	17	0	6	0	0	0	0	0	0	0	0	0	0	31	68	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-ST.json	587	3	0	0	0	0	0	16	0	6	0	0	0	0	0	0	0	0	0	0	30	68	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-TS.json	706	2	0	0	0	0	0	18	0	5	0	0	0	0	0	0	0	0	0	0	31	68	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Untyped.json	702	3	1	0	0	0	0	17	0	6	0	0	0	0	0	0	0	0	0	0	30	68	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-VisibilityFlag.json	1193	3	0	0	0	0	0	18	0	8	0	0	0	0	0	0	0	0	0	0	48	78	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-be-medicationdispense.json	7409	4	0	0	0	0	0	122	0	46	0	0	0	0	0	0	0	2	0	0	624	997	0	0	0	19	1	3
fsh-generated/resources/StructureDefinition-be-model-medicationdispense.json	8829	4	0	0	0	0	0	39	0	14	0	0	0	0	0	0	0	0	0	0	165	178	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-be-model-medicationline.json	14325	5	0	0	0	0	0	42	0	21	0	0	0	0	0	0	0	1	0	0	289	267	0	0	0	9	0	0
fsh-generated/resources/ValueSet-be-vs-dispenser-types.json	1085	3	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	14	2250	0	0	0	1	0	0
fsh-generated/resources/ValueSet-medication-exposure-category-vs.json	773	3	1	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	10	86	0	0	0	0	0	0
fsh-generated/resources/ValueSet-medication-type-vs.json	507	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	54	0	0	0	1	0	0
